clade_name	SRR14842325_jun23_nreads.metaphlan	SRR14842328_jun23_nreads.metaphlan	SRR14842338_jun23_nreads.metaphlan	SRR14842341_jun23_nreads.metaphlan	SRR14842352_jun23_nreads.metaphlan	SRR14842361_jun23_nreads.metaphlan	SRR14842362_jun23_nreads.metaphlan	SRR14842364_jun23_nreads.metaphlan	SRR14842368_jun23_nreads.metaphlan	SRR14842376_jun23_nreads.metaphlan	SRR14842383_jun23_nreads.metaphlan	SRR14842385_jun23_nreads.metaphlan	SRR14842389_jun23_nreads.metaphlan	SRR14842396_jun23_nreads.metaphlan	SRR14842399_jun23_nreads.metaphlan	SRR14842401_jun23_nreads.metaphlan	SRR14842403_jun23_nreads.metaphlan	SRR14842426_jun23_nreads.metaphlan	SRR1944873_jun23_nreads.metaphlan	SRR1952058_jun23_nreads.metaphlan	SRR1952418_jun23_nreads.metaphlan	SRR1952501_jun23_nreads.metaphlan	SRR1952518_jun23_nreads.metaphlan	SRR1952531_jun23_nreads.metaphlan	SRR1952562_jun23_nreads.metaphlan	SRR2175647_jun23_nreads.metaphlan	SRR2175649_jun23_nreads.metaphlan	SRR2175658_jun23_nreads.metaphlan	SRR2175723_jun23_nreads.metaphlan	SRR2175724_jun23_nreads.metaphlan	SRR2175749_jun23_nreads.metaphlan	SRR2175755_jun23_nreads.metaphlan	SRR2175756_jun23_nreads.metaphlan	SRR2175764_jun23_nreads.metaphlan	SRR2175766_jun23_nreads.metaphlan	SRR2175773_jun23_nreads.metaphlan	SRR2175774_jun23_nreads.metaphlan	SRR2175792_jun23_nreads.metaphlan
s__Desulfovibrio_piger	0.11792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Terrisporobacter_mayombei	0.11275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78706_SGB106379	0.10024	0.0022	0.0	0.15793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35861	0.0	0.0	0.0	0.59778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Zhenhengia_yiwuensis	0.09903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3600_SGB4859	0.09019	0.41864	0.18131	0.0	2.49165	0.0	0.0	0.16101	0.76604	3.84697	0.00988	0.00405	0.03904	2.05124	0.0	0.91856	0.04396	1.23625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parasutterella_excrementihominis	0.08589	0.10667	0.0	0.03232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32306	0.0	0.0	0.0	0.0	0.0	0.0	0.06757	0.0	0.42614	0.03154	0.0	1.4144	0.0	0.0	0.0	0.0	0.0	1.07821	0.0	0.0	0.0	0.36943	0.0	1.22815	0.0	0.0
s__Clostridium_culturomicium	0.08419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB48567_SGB66627	0.07962	0.55457	0.0	0.33716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13562	0.0	2.60104	0.0	0.0	0.0	1.0895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB74511_SGB105989	0.07886	0.0	0.0	0.0241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Negativibacillus_massiliensis	0.07433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_NSJ_6	0.07127	0.22668	0.38303	0.18885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0457	0.0	0.0	0.0	0.04172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_thermophilum	0.07026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_fragilis	0.06833	2.32448	0.0	0.1083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07926	0.0	0.00285	0.0	0.0	0.0	0.32862	0.0	0.0	0.0	0.0	0.0	0.02403	0.0	0.07215	0.0	0.0	0.0	0.0	0.0	0.27298	0.60667	0.49124	0.0	0.73509	0.0	0.0
s__GGB33722_SGB58496	0.06761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Tyzzerella_SGB4587	0.06537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04052	0.0	0.0	0.0	0.0	0.0	0.0	0.16138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_caecimuris	0.06122	0.0	0.25653	0.0	0.3545	0.24674	0.8584	0.0	0.24571	0.2891	0.0	0.0	0.0	0.01398	0.14214	0.19096	0.0	0.02247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_amylovorus	0.0543	0.75641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.70292	0.0	0.04887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_perfringens	0.05147	2.46079	0.03798	0.02687	0.20472	0.0	0.0	0.02627	0.0	0.05472	0.0099	0.61872	0.0	1.24602	0.02411	0.0	0.0	0.86751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_longum	0.04886	0.49346	1.45368	0.0	0.00911	0.04597	0.08684	0.0	0.052	0.04934	0.0	0.89447	0.0328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01551	0.0	0.0	0.0	3.25615	0.0329	0.62115	0.0	0.0	0.0	5.81774	0.0	0.0	0.0	0.0	0.0
s__GGB3511_SGB4688	0.04302	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_Marseille_P299	0.04062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB42184_SGB59334	0.03473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dorea_phocaeensis	0.02997	0.0	0.0	0.0	0.0	0.17807	0.31843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Megamonas_funiformis	0.02869	0.29423	8.13752	0.0	25.36819	5.11526	5.3949	20.33694	5.61524	3.80402	8.76357	1.93865	0.33134	0.39579	0.0	8.085	5.30254	0.11313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3819_SGB5184	0.02428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08563	0.0	0.0	0.0	0.04322	0.02034	0.0	0.01988	0.45923	0.0	0.0	0.0	0.0	0.0
s__Clostridiaceae_bacterium	0.02161	0.0	0.0	0.0	0.0	0.04512	0.01215	0.04817	0.15389	0.0	0.0	0.0	0.0	0.10757	0.0	0.51479	0.0	0.0	0.0	0.0	0.07453	0.55913	0.0	0.12714	0.03061	0.0	0.2606	0.0449	0.01552	0.0	0.05059	0.0	0.0	0.01803	0.0	0.0	0.0	0.0
s__Barnesiella_intestinihominis	0.01997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32852	0.0	0.0	0.0	0.30251	0.0	0.95035	3.88418	0.0	0.0	0.15388	0.5506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8803	0.85814
s__Anaerovibrio_slackiae	0.01535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_clara	0.00714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78552	0.0	0.0	0.0	0.0	0.0	0.01097	4.50601	0.48878	0.0	1.11851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35456_SGB66051	0.00565	0.0	0.0	0.0	0.0	0.53541	0.09349	0.0	0.0	0.29809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78799_SGB106397	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemanella_porci	0.0	7.98618	1.13788	2.9379	0.0	1.21231	1.50918	4.63984	2.80529	0.0	1.32448	1.75477	0.98872	1.66756	0.0	3.33968	0.0	1.37034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10432	0.27603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02721	0.0	0.0	0.0
s__Limosilactobacillus_mucosae	0.0	6.59939	0.0	0.0176	0.0	0.00434	0.43011	0.04184	0.0	0.0	0.0	1.21388	0.00788	0.14959	0.0	1.29324	3.00987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_merycicum	0.0	6.18311	2.52359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30335	0.0	0.0	0.0	0.0	0.0	0.01405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4386_SGB6036	0.0	3.62146	0.0	9.14658	0.67035	1.1805	2.53012	0.07585	0.70537	0.0	0.0	0.46796	0.21962	23.36131	0.0	2.22291	0.0	16.19407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_johnsonii	0.0	3.3985	0.0	0.0	0.0	0.0	0.0	0.0	0.07948	0.0	0.0	8.7933	0.08331	0.0	0.0	2.84877	0.90048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ligilactobacillus_ruminis	0.0	3.34501	3.62412	0.12688	0.0	0.0	0.38606	0.0	0.0	0.0	0.0	0.88105	0.05437	0.0919	0.0	0.0	0.0	0.46915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_adolescentis	0.0	3.00379	0.97896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20409	3.15549	0.0	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.70479	0.0	0.55746	0.0	0.04624	0.0	0.07203	0.0	0.02772	0.0	0.0	0.0
s__Lactobacillus_crispatus	0.0	1.66782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_bilis	0.0	1.55421	0.77614	0.0	0.00292	1.62376	0.53238	0.0	0.0	0.0	0.0	0.0	0.0	0.26187	0.0	0.0	0.0	0.5083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_bifidum	0.0	1.53119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_alactolyticus	0.0	1.37534	0.30425	0.38703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.00784	0.0	3.45021	0.0	0.0	0.0	0.53318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Akkermansia_muciniphila	0.0	1.32375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04968	0.17423	0.12704	0.12085	0.0	0.0	0.0	0.0	9.33534	13.61544	0.0	1.51783	0.04943	0.0	0.0	0.0	0.12507	0.45563	0.0	5.06445	0.0
s__Erysipelatoclostridium_SGB66626	0.0	1.1046	0.0	0.0	0.12126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16393	0.0	0.0	0.0	1.31429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_gasseri	0.0	1.08318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_catenulatum	0.0	0.99604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10974	0.261	0.0	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mediterraneibacter_faecis	0.0	0.92169	0.90985	0.07083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37191	0.0	0.0	0.0	0.0	0.0	0.26444	0.0	0.0	0.0	0.39727	0.0	0.04666	0.08133	0.0	0.20539	0.07113	0.72319	0.0	0.0	0.0	0.09392	0.29602	0.0	0.0	0.11487	0.0
s__GGB78940_SGB105432	0.0	0.89767	0.0	1.27912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_canis	0.0	0.76558	0.0	0.20735	0.0	0.0	0.0	0.0	0.0	0.06603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_lutetiensis	0.0	0.74517	0.18044	0.53136	0.46577	0.45848	0.40811	0.89533	14.26715	0.80394	71.29342	0.5779	11.202	0.13818	21.67187	1.42598	0.43139	0.55565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lactobacillus_kitasatonis	0.0	0.72417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB33657_SGB66068	0.0	0.60585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02757	2.15261	0.0	0.0	0.0	1.42118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0.0	0.5188	0.00417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04023	0.0	0.01529	0.0	0.0	0.0	0.22957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemanella_biformis	0.0	0.49093	0.64457	0.28402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40664	0.03608	0.027	0.0	0.0	0.0	0.50023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3440_SGB4589	0.0	0.48833	0.0	0.97453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31985	0.0	0.0	0.0	0.39435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_SGB6028	0.0	0.4228	0.0	0.0	0.06865	0.92053	0.67258	0.0	0.0	4.1366	0.0	0.0	0.0	2.59321	0.0	3.37621	0.0	4.7596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_wexlerae	0.0	0.4146	0.42555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38417	0.26932	0.0	0.0	0.02256	0.0	0.12576	0.00662	0.0	0.0	1.15752	0.0	0.0	0.63369	0.05113	1.14309	0.14887	1.70808	0.0	0.0	0.06042	0.25979	0.00728	0.0695	0.0	0.0	0.0
s__Faecalibacillus_intestinalis	0.0	0.39229	0.0	0.00704	0.0	0.0	0.0	0.0	0.0	0.06229	0.0	0.36149	0.0	0.0	0.0	0.0	0.0	0.02345	0.0	0.0	0.0	0.0	0.0	0.0	0.11083	0.0	0.06922	0.07639	0.04698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmiger_formicilis	0.0	0.34319	0.13962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65272	0.0	0.0	0.0	0.0	0.0	0.0	0.49041	0.0	0.0	0.74869	2.33008	0.06099	1.335	0.0	0.0	0.0	0.32323	0.10842	0.0	0.0	0.39135	0.04781	0.25686	0.0	0.0	0.06438
s__Collinsella_aerofaciens	0.0	0.33791	0.36051	0.55362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06228	0.04231	0.0	0.0	0.27028	0.0	0.12033	0.0	0.0	0.0	0.0	0.0	0.0	0.10507	0.0	0.17854	0.0	0.14612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Tyzzerella_nexilis	0.0	0.28408	0.10753	0.16959	0.04623	0.0	0.0	0.07615	0.0	1.24024	0.0	0.25784	0.0	0.26898	0.0	0.0	0.0	0.18797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0
s__Catenibacterium_tridentinum	0.0	0.24978	2.81382	0.14286	0.0	7.22394	4.46112	4.89984	5.5796	0.0	1.17193	0.32826	2.49046	0.0	0.0	2.46129	0.0	0.22306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bifidobacterium_pseudocatenulatum	0.0	0.24704	0.87898	1.55095	0.0	3.6917	4.99004	0.04356	0.0	0.0	0.14281	5.9393	0.0	0.03539	0.0	0.79742	13.65772	0.12672	0.0	0.0	0.0	0.0	0.0	0.0	0.02422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_baratii	0.0	0.21416	0.28635	0.0	0.01026	0.0	0.0	0.0	0.0	0.0	0.0	0.11012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dorea_longicatena	0.0	0.1973	0.63108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56014	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.0	0.0	0.10258	0.0	0.0	0.1158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0.0	0.19697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27163	2.15217	2.90982	0.0	0.07001	0.0	0.18049	1.20029	5.26857	2.83322	1.19913	0.92377	2.1376	0.09828	0.69662	0.0	0.0	1.25034	1.37097	0.43717	0.45058
s__Victivallis_vadensis	0.0	0.1909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_massiliensis	0.0	0.18954	0.37193	0.01232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10485	0.02761	0.0	0.0	0.0	0.0	0.0795	0.0	0.0	0.0	0.17197	0.0	0.0	0.01494	0.0	0.47167	0.0	1.36286	0.0	0.0	0.0	0.07119	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_bromii	0.0	0.17857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09123	0.31897	0.0	0.0	0.0	0.0	0.12088	0.0	0.43355	0.0	0.0	0.0	0.04761	0.0	0.65238	1.2985	0.22803	0.30556	0.0	0.0	0.0	0.62338	0.0683	0.0668	0.0	0.53605	0.37825
s__GGB3105_SGB4114	0.0	0.17355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9730_SGB15291	0.0	0.14827	0.04638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17259	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_rectale	0.0	0.1386	0.05257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14916	0.0068	0.0	0.0	0.0	0.0	0.06644	2.52663	0.01607	0.67751	1.47506	0.44751	0.45196	2.58678	0.4108	0.5713	2.79346	2.47583	0.02032	0.39122	0.0	1.02834	0.15547	0.99385	0.0	1.70124	0.90835
s__Dorea_formicigenerans	0.0	0.13508	0.08014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39164	0.17026	0.0	0.0	0.0	0.0	0.02988	0.0	0.0	0.0	0.28637	0.0	0.13603	0.21496	0.0	0.0	0.05701	0.09018	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_xylanisolvens	0.0	0.13393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06647	0.01533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72547	0.0	4.80172	0.0	0.42513	0.60913	0.0	0.5945	0.0	0.0	1.42763	1.23335	1.68445	0.5581	0.0	0.0	0.0	0.09989
s__Senegalimassilia_anaerobia	0.0	0.12863	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
