clade_name	MS11669_jun23_over50bp.metaphlan	MS11670_jun23_over50bp.metaphlan	MS11673_jun23_over50bp.metaphlan	MS11674_jun23_over50bp.metaphlan	MS11675_jun23_over50bp.metaphlan	MS11676_jun23_over50bp.metaphlan	MS11677_jun23_over50bp.metaphlan	MS11678_jun23_over50bp.metaphlan	MS11679_jun23_over50bp.metaphlan	MS11683_jun23_over50bp.metaphlan	MS11684_jun23_over50bp.metaphlan	MS11686_jun23_over50bp.metaphlan	MS11770_jun23_over50bp.metaphlan	MS11771_jun23_over50bp.metaphlan	MS11774_jun23_over50bp.metaphlan	MS11775_jun23_over50bp.metaphlan
s__Flavobacterium_macacae	0.0	0.0	0.0	0.0	0.19369	0.09905	0.0	0.0	0.0	0.0	0.0	0.0	0.77087	1.09915	0.0	0.07845
s__Coprococcus_sp_AF21_14LB	0.0	0.0	0.0	0.0	0.19346	0.0	0.0	0.00495	0.0	0.0	0.24731	0.67211	0.0	0.0	0.81427	0.44218
s__Microbacterium_aerolatum	0.0	0.0	0.0	0.0	0.15701	0.0	0.0	0.0	0.0	0.0	0.16437	0.0	0.95487	0.0	0.0	0.0
s__Leucobacter_salsicius	0.0	0.0	0.0	0.0	0.14538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00586	0.0	0.18221
s__Plesiomonas_shigelloides	0.0	0.0	0.0	0.0	0.14345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterobacter_ludwigii	0.0	0.0	0.0	0.0	0.14275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21915	0.0	0.0
s__Citrobacter_tructae	0.0	0.0	0.0	0.0	0.13795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_sp_B16_2022	0.0	0.0	0.0	0.0	0.13365	0.0	0.0	0.0	0.0	0.0	0.09327	0.0	0.0	0.27765	0.0	0.0
s__Microbacterium_sp_Root61	0.0	0.0	0.0	0.0	0.12566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_helleri	0.0	0.0	0.0	0.0	0.12086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB41473_SGB58537	0.0	0.0	0.0	0.0	0.12033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09887	0.38639
s__Beduini_massiliensis	0.0	0.0	0.0	0.0	0.11837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01818
s__Lachnospiraceae_unclassified_SGB65957	0.0	0.0	0.0	0.0	0.11706	2.90543	0.0	0.86067	0.0	0.0	0.0	0.0	0.70757	0.0532	0.0	0.16731
s__Oerskovia_rustica	0.0	0.0	0.0	0.0	0.11407	0.0	0.0	0.0	0.28629	0.22953	0.18427	0.0	0.1741	0.0	0.0	0.0
s__GGB4250_SGB5751	0.0	0.0	0.0	0.0	0.11239	0.16753	0.0	0.0	0.25221	0.25257	0.0	0.0	0.0	0.0	0.30536	0.0
s__Firmicutes_unclassified_SGB47660	0.0	0.0	0.0	0.0	0.10844	0.0	0.0	0.08543	0.1701	0.2072	0.16488	0.40523	0.0	0.0	2.43301	3.91167
s__GGB48468_SGB66515	0.0	0.0	0.0	0.0	0.10813	0.08584	0.0	0.39369	0.0	0.0	0.0	0.0	0.0	0.0	0.17426	0.0
s__Enterocloster_hominis	0.0	0.0	0.0	0.0	0.10727	0.0	0.0	0.0	0.05253	0.0	0.0	0.04994	0.0	0.0	0.82436	0.36542
s__Psychrobacter_maritimus	0.0	0.0	0.0	0.0	0.10713	0.11723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09819
s__Rhodococcus_sp_KBS0724	0.0	0.0	0.0	0.0	0.10618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Macrococcus_caseolyticus	0.0	0.0	0.0	0.0	0.1044	0.0	0.0	0.01037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_bacterium	0.0	0.0	0.0	0.0	0.10152	0.0	0.0	0.0	0.0	0.0	0.0	0.41384	0.0	0.0	0.1986	0.02673
s__Pseudomonas_saxonica	0.0	0.0	0.0	0.0	0.10051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3433_SGB4574	0.0	0.0	0.0	0.0	0.09619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34431	0.66493
s__Erysipelothrix_rhusiopathiae	0.0	0.0	0.0	0.0	0.09283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_anulatus	0.0	0.0	0.0	0.0	0.09238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_vulgatus	0.0	0.0	0.0	0.0	0.08538	0.0	5.60527	1.06001	0.73089	0.60205	0.50289	1.57432	0.0	0.0	2.71593	3.20701
s__Helicobacter_bilis	0.0	0.0	0.0	0.0	0.08462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11134	0.01556
s__Carnobacterium_maltaromaticum	0.0	0.0	0.0	0.0	0.08432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27043
s__Vagococcus_lutrae	0.0	0.0	0.0	0.0	0.08135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oerskovia_gallyi	0.0	0.0	0.0	0.0	0.07903	0.0	0.0	0.0	2.90401	0.69194	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3680_SGB4994	0.0	0.0	0.0	0.0	0.07669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47406	2.38358
s__GGB79299_SGB105707	0.0	0.0	0.0	0.0	0.06982	0.11584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03374	0.6958
s__Arcanobacterium_phocae	0.0	0.0	0.0	0.0	0.06594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05041	0.0	0.0	0.0
s__Shewanella_baltica	0.0	0.0	0.0	0.0	0.06312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6027	0.0	0.0
s__GGB79384_SGB106011	0.0	0.0	0.0	0.0	0.05882	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.50187
s__Coprococcus_SGB106014	0.0	0.0	0.0	0.0	0.05853	0.0	0.0	0.0	0.0	0.0	0.30997	0.19838	0.0	0.0	0.30454	0.33754
s__Kurthia_sibirica	0.0	0.0	0.0	0.0	0.05683	0.0	0.0	0.17692	0.0	0.0	0.0	0.0	0.0	0.18192	0.0	0.0
s__Stenotrophomonas_terrae	0.0	0.0	0.0	0.0	0.05498	0.0	0.0	0.0	0.30578	0.0	0.0	0.0	6.18781	0.30093	0.0	0.0
s__Campylobacter_lari	0.0	0.0	0.0	0.0	0.0509	0.0	0.0	0.0	0.0528	0.14729	0.0	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_sp_P20a	0.0	0.0	0.0	0.0	0.04422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB74511_SGB47635	0.0	0.0	0.0	0.0	0.04148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05617	0.03292
s__GGB1379_SGB48439	0.0	0.0	0.0	0.0	0.03658	0.0	0.0	0.48174	0.0234	0.0	4.61727	2.28709	0.0	0.0	3.15922	0.0
s__Acinetobacter_pragensis	0.0	0.0	0.0	0.0	0.03506	0.05185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01906	0.0
s__Vagococcus_salmoninarum	0.0	0.0	0.0	0.0	0.03374	0.0	0.0	0.09327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03279
s__Rheinheimera_salexigens	0.0	0.0	0.0	0.0	0.0332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02849
s__Mediterraneibacter_glycyrrhizinilyticus	0.0	0.0	0.0	0.0	0.03052	0.0	0.0	0.0	0.0	0.0	0.0	0.13473	0.0	0.0	0.04756	0.08887
s__Alcaligenaceae_bacterium	0.0	0.0	0.0	0.0	0.03011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_sp_Bi121	0.0	0.0	0.0	0.0	0.02943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_murale	0.0	0.0	0.0	0.0	0.02813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_sp_NKUCC02_KPG	0.0	0.0	0.0	0.0	0.02743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Providencia_heimbachae	0.0	0.0	0.0	0.0	0.02619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28604	0.0	0.0
s__Acinetobacter_lwoffii	0.0	0.0	0.0	0.0	0.02543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1492_SGB2067	0.0	0.0	0.0	0.0	0.02154	0.0	0.0	0.03055	0.0	0.0	0.0	0.0	0.0	0.0	0.13324	0.0
s__Bacteroides_uniformis	0.0	0.0	0.0	0.0	0.01748	0.0	0.0	0.0	0.0	0.0	0.0	0.17773	0.0	0.0	0.13313	0.03188
s__Psychrobacillus_sp_BL_248_WT_3	0.0	0.0	0.0	0.0	0.01532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_lundensis	0.0	0.0	0.0	0.0	0.01422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27951	0.0	0.0
s__Slackia_SGB14780	0.0	0.0	0.0	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02811	0.0	0.08273
s__Gordonia_sp_HY002	0.0	0.0	0.0	0.0	0.01253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Devosia_limi	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oerskovia_jenensis	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.14885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_NSJ_6	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.15026	1.24402	1.15211	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_weihenstephanensis	0.0	0.0	0.0	0.0	0.00998	0.05748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63737	0.0	0.0
s__Parabacteroides_merdae	0.0	0.0	0.0	0.0	0.00973	0.0	0.0	0.04038	0.0	0.02682	0.0	0.18316	0.0	0.0	0.0	0.09535
s__Citrobacter_sp_Res13_Sevr_PEB04_36	0.0	0.0	0.0	0.0	0.00905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03885	0.0
s__Clostridiaceae_unclassified_SGB66046	0.0	0.0	0.0	0.0	0.00834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03998
s__GGB93409_SGB131987	0.0	0.0	0.0	0.0	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00968
s__Psychrobacter_phenylpyruvicus	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77482_SGB107008	0.0	0.0	0.0	0.0	0.00491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Conchiformibius_steedae	0.0	0.0	0.0	0.0	0.00473	0.19578	0.40021	0.04126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB25053_SGB106016	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03807	0.34773
s__Mammaliicoccus_fleurettii	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Stenotrophomonas_humi	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.03238	6.27881	0.0	0.0	0.0	0.0	0.01544	0.0	0.0
s__GGB1379_SGB1880	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.11795	0.0	0.0	0.8687	0.52095	0.0	0.0	0.79572	0.0
s__Acinetobacter_pseudolwoffii	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paenibacillus_nasutitermitis	0.0	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB49980_SGB69981	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.07619	0.0	0.0	0.0	0.0	0.0	0.0	0.14453	0.0
s__Parvimonas_sp_oral_taxon_110	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microterricola_viridarii	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_gallinaceus	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.53657	0.0	0.0	0.0	0.0
s__GGB81431_SGB115918	0.0	0.0	0.0	0.0	0.0	14.1634	0.0	2.91642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB79301_SGB105706	0.0	0.0	0.0	0.0	0.0	2.18222	0.87884	1.46338	0.0	0.0	0.5919	0.0	1.06903	0.0	0.0	0.0
s__Clostridium_SGB6177	0.0	0.0	0.0	0.0	0.0	0.61932	0.0	0.59301	0.0	0.0	0.0	0.0	0.20426	0.0	0.0	0.0
s__Proteus_mirabilis	0.0	0.0	0.0	0.0	0.0	0.60968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Jeotgalicoccus_SGB96891	0.0	0.0	0.0	0.0	0.0	0.57945	0.0	0.26222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB86908_SGB115908	0.0	0.0	0.0	0.0	0.0	0.3432	0.0	4.93214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridiaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.22679	0.0	0.09197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lelliottia_amnigena	0.0	0.0	0.0	0.0	0.0	0.21277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02629	0.0	0.0
s__GGB81431_SGB70925	0.0	0.0	0.0	0.0	0.0	0.2059	0.0	0.02629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1385_SGB1890	0.0	0.0	0.0	0.0	0.0	0.18101	0.20916	0.79789	0.29221	0.415	0.53714	2.85153	0.12503	0.13025	1.20524	0.0
s__Sutterella_wadsworthensis	0.0	0.0	0.0	0.0	0.0	0.0871	0.0	0.2311	0.0	0.0	0.44946	1.82569	0.01472	0.01406	0.61792	0.00865
s__Flavobacterium_sp_NKUCC04_CG	0.0	0.0	0.0	0.0	0.0	0.08636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulomonas_timonensis	0.0	0.0	0.0	0.0	0.0	0.06896	0.0	0.0	1.92134	0.87979	0.0	0.0	0.0	0.0	0.0	0.0
s__Romboutsia_timonensis	0.0	0.0	0.0	0.0	0.0	0.0607	0.0	0.76971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_paraputrificum	0.0	0.0	0.0	0.0	0.0	0.0579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevibacterium_aurantiacum	0.0	0.0	0.0	0.0	0.0	0.04768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0.0	0.0	0.0	0.0	0.0	0.04748	0.0	0.85485	0.0	0.0	0.0	0.0	6.78649	0.0	0.0	0.0
s__Clostridium_celatum	0.0	0.0	0.0	0.0	0.0	0.03975	0.0	0.16595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobiospirillum_thomasii	0.0	0.0	0.0	0.0	0.0	0.03714	0.0	0.0	0.02354	0.08106	0.0	0.0	0.0	0.0	0.03403	0.11756
s__Rheinheimera_sp_D18	0.0	0.0	0.0	0.0	0.0	0.01367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08173	0.0	0.50274
s__GGB6601_SGB9333	0.0	0.0	0.0	0.0	0.0	0.0	5.90009	0.01718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6614_SGB9349	0.0	0.0	0.0	0.0	0.0	0.0	4.0732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_ailurogastricus	0.0	0.0	0.0	0.0	0.0	0.0	2.76484	0.0	0.0	0.0	0.0	0.25706	0.0	0.0	0.0	0.0
s__GGB6613_SGB9347	0.0	0.0	0.0	0.0	0.0	0.0	2.48983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_cinaedi	0.0	0.0	0.0	0.0	0.0	0.0	0.79636	0.0	0.0	0.0	0.0	0.40158	0.0	0.0	0.0	0.71615
s__Nitrosarchaeum_koreense	0.0	0.0	0.0	0.0	0.0	0.0	0.30007	0.0	0.28965	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6572_SGB9284	0.0	0.0	0.0	0.0	0.0	0.0	0.19354	0.0	0.08952	0.11536	0.0	0.0	0.0	0.0	0.0	0.0
s__Agriterribacter_humi	0.0	0.0	0.0	0.0	0.0	0.0	0.0475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nonomuraea_glycinis	0.0	0.0	0.0	0.0	0.0	0.0	0.03145	0.0	0.0	0.0095	0.33302	0.03776	0.0	0.0	0.0	0.0
s__Bacteroides_finegoldii	0.0	0.0	0.0	0.0	0.0	0.0	0.01964	0.0	0.0	0.0	0.0	0.11473	0.0	0.0	0.27391	0.72255
s__Erysipelotrichaceae_bacterium_7770_A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.998	0.0	0.0	0.0	0.0	0.75417	0.0	0.51749	0.0
s__Edwardsiella_tarda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53003	0.0	0.0	0.0	0.0	0.0	0.47873	0.0	0.0
s__Holdemanella_biformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85183	0.0	0.0	0.0	0.0	3.2699	0.0	0.07671	0.0
s__GGB4888_SGB6837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7748	0.0	0.0	0.0	0.0	0.05576	0.0	0.26059	0.0
s__GGB1147_SGB1474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_sp_885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_mortiferum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1457_SGB2020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4577_SGB6327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Campylobacter_infans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4713_SGB6526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1615_SGB2212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1405_SGB1928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemanella_porci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42804	0.0	0.0	0.0	0.0	1.16119	0.0	0.0	0.0
s__GGB1158_SGB1488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4629_SGB6407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB794_SGB1037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_pectinovora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1458_SGB2021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3862_SGB5239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalibacillus_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1145_SGB1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9511_SGB14908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21717	0.0	0.0	0.0	0.0	0.0	0.0	0.03027	0.0
s__GGB35456_SGB66051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113
s__Hallella_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9635_SGB15102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4644_SGB6428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parageobacillus_toebii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4591_SGB6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1632_SGB2240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB31460_SGB6499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lentihominibacter_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_violaceochromogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10115	0.03122	0.0	0.07774	0.03643	0.0	0.00342	0.70339	0.0
s__Brochothrix_thermosphacta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1630_SGB2238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcus_russellii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09219	0.0	0.0	0.0	0.0	0.0	0.0	0.03035	0.0
s__Treponema_berlinense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_SGB1672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9594_SGB15016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillospiraceae_unclassified_SGB15257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1123_SGB1437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Terrisporobacter_mayombei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3616_SGB4890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1380_SGB1883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1491_SGB2066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB38716_SGB14237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ellagibacter_isourolithinifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB13580_SGB20916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chitinophaga_niabensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB10693_SGB17348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1495_SGB2071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9158_SGB14095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_sp_Root154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_AF13_28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nitrobacter_vulgaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
