name,taxonomy_id,taxonomy_lvl,Blank1_WH_minimizer_filtered.bracken_num,Blank1_WH_minimizer_filtered.bracken_frac,Blank2_WH_minimizer_filtered.bracken_num,Blank2_WH_minimizer_filtered.bracken_frac,KH_blank_1_minimizer_filtered.bracken_num,KH_blank_1_minimizer_filtered.bracken_frac,KH_blank_2_minimizer_filtered.bracken_num,KH_blank_2_minimizer_filtered.bracken_frac,LB_blank_1_minimizer_filtered.bracken_num,LB_blank_1_minimizer_filtered.bracken_frac,LB_blank_2_minimizer_filtered.bracken_num,LB_blank_2_minimizer_filtered.bracken_frac,MS10790_minimizer_filtered.bracken_num,MS10790_minimizer_filtered.bracken_frac,MS10902_minimizer_filtered.bracken_num,MS10902_minimizer_filtered.bracken_frac,MS10903_minimizer_filtered.bracken_num,MS10903_minimizer_filtered.bracken_frac,MS10904_minimizer_filtered.bracken_num,MS10904_minimizer_filtered.bracken_frac,MS11102_minimizer_filtered.bracken_num,MS11102_minimizer_filtered.bracken_frac,MS11103_minimizer_filtered.bracken_num,MS11103_minimizer_filtered.bracken_frac,MS11107_minimizer_filtered.bracken_num,MS11107_minimizer_filtered.bracken_frac,MS11108_minimizer_filtered.bracken_num,MS11108_minimizer_filtered.bracken_frac
Micromonospora sagamiensis,47875,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,196,0.00012,87,0.00010,100,0.00013,78,0.00006
Microbacterium sp. No. 7,1714373,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,196,0.00012,301,0.00034,153,0.00020,130,0.00011
Streptomyces sp. NBC_00328,2903646,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,195,0.00012,0,0.00000,0,0.00000,0,0.00000
Streptomyces celluloflavus,58344,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,195,0.00012,141,0.00016,0,0.00000,91,0.00007
Micromonospora sp. NBRC 110009,3061627,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,195,0.00012,173,0.00020,261,0.00035,162,0.00013
Arthrobacter crystallopoietes,37928,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,195,0.00012,91,0.00010,87,0.00012,108,0.00009
Streptomyces sp. NBC_00525,2903660,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,194,0.00012,79,0.00009,0,0.00000,86,0.00007
Streptomyces sp. NBC_01352,2903834,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,193,0.00012,162,0.00018,208,0.00028,325,0.00026
Streptomyces spectabilis,68270,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,193,0.00012,157,0.00018,180,0.00024,130,0.00011
Mycolicibacterium gilvum,1804,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,193,0.00012,130,0.00015,117,0.00016,153,0.00012
Streptomyces sp. TN58,234612,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,192,0.00012,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. 2323.1,1938841,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,192,0.00012,0,0.00000,385,0.00051,0,0.00000
Amycolatopsis rhabdoformis,1448059,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,192,0.00012,84,0.00009,180,0.00024,166,0.00013
Agromyces marinus,1389020,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,192,0.00012,0,0.00000,0,0.00000,77,0.00006
Nocardioides ungokensis,1643322,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,192,0.00012,67,0.00008,312,0.00041,277,0.00022
Azospirillum brasilense,192,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,192,0.00012,0,0.00000,256,0.00034,115,0.00009
Streptomyces rapamycinicus,1226757,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,191,0.00012,110,0.00012,207,0.00028,149,0.00012
Streptomyces bathyalis,2710756,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,191,0.00012,372,0.00042,18343,0.02439,7396,0.00600
Streptomyces albus,1888,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,191,0.00012,112,0.00013,122,0.00016,99,0.00008
Micromonospora sp. WMMD882,3015151,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,191,0.00012,85,0.00010,94,0.00012,114,0.00009
Streptomyces sp. Tu 2975,2676871,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,190,0.00011,147,0.00017,128,0.00017,102,0.00008
Amycolatopsis orientalis,31958,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,190,0.00011,212,0.00024,505,0.00067,464,0.00038
Nocardioides sp. S-1144,2582905,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,190,0.00011,98,0.00011,148,0.00020,205,0.00017
Streptomyces sp. GS7,2692234,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,0,0.00000,0,0.00000,94,0.00008
Streptomyces sp. NBC_00162,2903629,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,143,0.00016,141,0.00019,187,0.00015
Plantactinospora sp. BB1,2071627,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,0,0.00000,0,0.00000,108,0.00009
Amycolatopsis sp. FDAARGOS 1241,2778070,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,116,0.00013,186,0.00025,168,0.00014
Amycolatopsis sp. DG1A-15b,3052846,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,60,0.00007,162,0.00022,241,0.00020
Arthrobacter sp. ERGS1:01,1704044,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,0,0.00000,0,0.00000,49,0.00004
Pedococcus dokdonensis,443156,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,189,0.00011,128,0.00014,172,0.00023,139,0.00011
Streptomyces gobiensis,2875706,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,188,0.00011,117,0.00013,108,0.00014,60,0.00005
Mycolicibacterium rufum,318424,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,188,0.00011,122,0.00014,115,0.00015,116,0.00009
Mycobacterium dioxanotrophicus,482462,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,188,0.00011,0,0.00000,129,0.00017,124,0.00010
Paradevosia shaoguanensis,1335043,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,188,0.00011,0,0.00000,237,0.00032,163,0.00013
Streptomyces argyrophyllae,2726118,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,187,0.00011,145,0.00016,0,0.00000,198,0.00016
Streptomyces sp. BPTC-684,3043734,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,186,0.00011,166,0.00019,396,0.00053,0,0.00000
Streptomyces sp. CCM_MD2014,1561022,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,186,0.00011,0,0.00000,0,0.00000,168,0.00014
Streptomyces pluripotens,1355015,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,186,0.00011,95,0.00011,106,0.00014,132,0.00011
Dactylosporangium sp. NBC_01737,2975959,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,186,0.00011,127,0.00014,1040,0.00138,193,0.00016
Micromonospora sp. LH3U1,3018339,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,185,0.00011,157,0.00018,75,0.00010,107,0.00009
Micromonospora sp. WMMD712,3016096,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,185,0.00011,0,0.00000,0,0.00000,0,0.00000
Micromonospora cathayae,3028804,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,185,0.00011,127,0.00014,94,0.00012,97,0.00008
Blastococcus sp. HT6-4,3144973,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,185,0.00011,83,0.00009,118,0.00016,134,0.00011
Clostridium botulinum,1491,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,185,0.00011,0,0.00000,0,0.00000,62,0.00005
Achromobacter denitrificans,32002,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,185,0.00011,0,0.00000,378,0.00050,664,0.00054
Brevibacterium luteolum,199591,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,184,0.00011,181,0.00020,138,0.00018,96,0.00008
Streptomyces sp. NBC_01471,2903879,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,183,0.00011,146,0.00016,0,0.00000,66,0.00005
Curtobacterium sp. MCPF17_052,2175655,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,183,0.00011,0,0.00000,0,0.00000,0,0.00000
Bradyrhizobium sp. CB3481,3039158,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,183,0.00011,110,0.00012,593,0.00079,423,0.00034
Acidipropionibacterium acidipropionici,1748,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,182,0.00011,73,0.00008,126,0.00017,119,0.00010
Streptomyces sp. NL15-2K,376149,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,181,0.00011,71,0.00008,146,0.00019,178,0.00014
Streptomyces sp. Li-HN-5-11,3075432,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,181,0.00011,0,0.00000,118,0.00016,71,0.00006
Streptomyces uncialis,1048205,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,181,0.00011,122,0.00014,0,0.00000,60,0.00005
Nocardioides marmotae,2663857,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,181,0.00011,157,0.00018,112,0.00015,295,0.00024
Streptomyces sp. QHH-9511,2684468,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,180,0.00011,0,0.00000,108,0.00014,57,0.00005
Streptomyces longwoodensis,68231,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,180,0.00011,163,0.00018,162,0.00022,80,0.00006
Actinoplanes oblitus,3040509,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,180,0.00011,97,0.00011,95,0.00013,156,0.00013
Mesorhizobium sp. AA22,1854057,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,180,0.00011,0,0.00000,0,0.00000,169,0.00014
Streptomyces sp. SJL17-4,2967224,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,179,0.00011,155,0.00018,0,0.00000,122,0.00010
Streptomyces sp. CNQ-509,444103,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,179,0.00011,0,0.00000,0,0.00000,162,0.00013
Microbacterium testaceum,2033,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,179,0.00011,0,0.00000,113,0.00015,74,0.00006
Pseudomonas rhodesiae,76760,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,179,0.00011,0,0.00000,0,0.00000,57,0.00005
Streptomyces sp. NBC_01497,2903885,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,178,0.00011,99,0.00011,111,0.00015,97,0.00008
Streptomyces sp. NBC_01460,2903875,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,178,0.00011,75,0.00008,90,0.00012,75,0.00006
Streptomyces sp. SH5,3041765,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,178,0.00011,0,0.00000,0,0.00000,0,0.00000
Streptomyces fodineus,1904616,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,178,0.00011,0,0.00000,0,0.00000,91,0.00007
Nocardia terpenica,455432,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,177,0.00011,75,0.00008,162,0.00022,136,0.00011
Nocardioides ochotonae,2685869,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,177,0.00011,0,0.00000,0,0.00000,120,0.00010
Streptomyces sp. MUM 178J,2791991,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,65,0.00007,106,0.00014,98,0.00008
Streptomyces sp. NBC_01435,2903865,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,95,0.00011,97,0.00013,55,0.00004
Streptomyces sp. R33,3238629,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,0,0.00000,0,0.00000,82,0.00007
Streptomyces qinzhouensis,2599401,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,116,0.00013,80,0.00011,113,0.00009
Streptomyces lusitanus,68232,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,0,0.00000,0,0.00000,0,0.00000
Amycolatopsis sp. DSM 110486,2865832,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,87,0.00010,106,0.00014,208,0.00017
Arsenicicoccus sp. oral taxon 190,1658671,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,164,0.00019,126,0.00017,180,0.00015
Blastococcus saxobsidens,138336,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,176,0.00011,104,0.00012,152,0.00020,169,0.00014
Streptomyces sp. TG1A-60,3129111,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,175,0.00011,146,0.00016,0,0.00000,112,0.00009
Streptomyces spongiicola,1690221,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,175,0.00011,112,0.00013,0,0.00000,89,0.00007
Mycolicibacterium fallax,1793,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,175,0.00011,0,0.00000,91,0.00012,99,0.00008
Micromonospora sp. B006,2201999,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,175,0.00011,0,0.00000,0,0.00000,141,0.00011
Actinoplanes derwentensis,113562,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,175,0.00011,1380,0.00156,305,0.00041,119,0.00010
Streptomyces chromofuscus,42881,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,174,0.00010,0,0.00000,121,0.00016,168,0.00014
Nocardioides sp. NBC_00368,2976000,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,174,0.00010,112,0.00013,134,0.00018,151,0.00012
Methylobacterium aquaticum,270351,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,174,0.00010,0,0.00000,272,0.00036,90,0.00007
Streptomyces sp. NBC_00224,2975685,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,173,0.00010,0,0.00000,231,0.00031,92,0.00007
Streptomyces seoulensis,73044,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,173,0.00010,0,0.00000,0,0.00000,155,0.00013
Mycolicibacterium chubuense,1800,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,173,0.00010,159,0.00018,288,0.00038,288,0.00023
Arthrobacter agilis,37921,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,173,0.00010,108,0.00012,61,0.00008,76,0.00006
Usitatibacter palustris,2732487,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,173,0.00010,144,0.00016,980,0.00130,125,0.00010
Streptomyces tubercidicus,47759,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,172,0.00010,95,0.00011,174,0.00023,110,0.00009
Amycolatopsis sp. NBC_01480,2903562,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,172,0.00010,118,0.00013,155,0.00021,109,0.00009
Nocardioides seonyuensis,2518371,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,172,0.00010,105,0.00012,126,0.00017,124,0.00010
Microbacterium sp. 10M-3C3,2483401,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,171,0.00010,0,0.00000,0,0.00000,64,0.00005
Jatrophihabitans cynanchi,2944128,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,171,0.00010,82,0.00009,124,0.00016,105,0.00009
Aromatoleum bremense,76115,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,171,0.00010,0,0.00000,0,0.00000,53,0.00004
Streptomyces sp. Go-475,2072505,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,170,0.00010,0,0.00000,0,0.00000,83,0.00007
Herbaspirillum robiniae,2014887,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,170,0.00010,0,0.00000,0,0.00000,57,0.00005
Streptomyces phytohabitans,1150371,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,169,0.00010,126,0.00014,136,0.00018,150,0.00012
Actinoplanes sichuanensis,512349,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,169,0.00010,117,0.00013,93,0.00012,114,0.00009
Amycolatopsis sp. BJA-103,1911175,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,169,0.00010,69,0.00008,0,0.00000,76,0.00006
Amycolatopsis mongoliensis,715475,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,169,0.00010,142,0.00016,192,0.00026,221,0.00018
Streptomyces sp. HUAS 14-6,2981135,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,168,0.00010,110,0.00012,0,0.00000,99,0.00008
Streptomyces katrae,68223,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,168,0.00010,84,0.00009,106,0.00014,73,0.00006
Nocardioides cynanchi,2558918,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,168,0.00010,84,0.00009,194,0.00026,278,0.00023
Kribbella sp. NBC_00662,2975969,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,168,0.00010,112,0.00013,382,0.00051,412,0.00033
Streptomyces sp. R44,3238633,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,167,0.00010,109,0.00012,0,0.00000,149,0.00012
Streptomyces graminofaciens,68212,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,166,0.00010,98,0.00011,139,0.00018,136,0.00011
Streptomyces avermitilis,33903,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,166,0.00010,0,0.00000,0,0.00000,152,0.00012
Streptomyces liliifuscus,2797636,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,166,0.00010,141,0.00016,754,0.00100,452,0.00037
Actinotalea sp. JY-7876,2758442,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,166,0.00010,0,0.00000,0,0.00000,116,0.00009
Streptomyces sp. NBC_01429,2903862,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,165,0.00010,73,0.00008,0,0.00000,55,0.00004
Streptomyces sp. NBC_00440,2975741,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,165,0.00010,93,0.00011,0,0.00000,77,0.00006
Streptomyces sp. R21,3238627,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,165,0.00010,173,0.00020,151,0.00020,161,0.00013
